text,text_clean
beres mon mantap sekelas pemimpin negara bisa gitu mikirny,beres mon mantap kelas pimpin negara mikirny
yg pusing kita semuanya lah pa kan apa semua barang naik karena nilai tukar dolar yg naik,pusing semua barang naik nilai tukar dolar naik
presiden gw nih ngomong ky ginibrbuset dahbrga sadar ngomong ky gitubrsama saja melukai hati rakyat kecilbrmemang ga pakai dollarbrtapi hasil dr konversinya apa jadi mahalbringat akhirat pak,presiden omong kaya ginibrbuset dahbrga sadar omong kaya gitubrsama saja luka hati rakyat kecilbrmemang tidak pakai dollarbrtapi hasil konversi mahalbringat akhirat bapak
iq nol y gini ngomong ny,iq nol begini omong
celeng celeng,celeng celeng
wowo paok,prabowo paok
bener ini tapi yg pusing saya harga kolor didesa naik akhirnya hidup tanpa kolor,benar pusing harga kolor desa naik akhir hidup tanpa kolor
gk pernah mikirin orang desadianggap gk imbas rakyatmikirnya yg orang kayahmm,tidak pikir desadianggap tidak imbas rakyatmikirnya kayahmm
pendidikan tinggi tapi gini amat pola pikirnya kaya orang awam,didik tinggi begini amat pola pikir kayak awam
daya pikir kembali kyk anak kecil kalau udah usia tua itu jadi ya wajar lah udah umum mulai pikun,daya pikir kembali kayak anak kecil usia tua wajar umum mulai pikun
ko gini amat yh presiden indonesiapemikirannyadulu pa harto dilengserkn karena rp lemah dri dolarjdnya krisis bpsegala bhn pangan jd pd mshalko jd gini yh pmikiran pmpin kita kya bkn presiden rasanya,kok begini amat presiden indonesiapemikirannyadulu harto dilengserkn rp lemah dolarjdnya krisis bpsegala bahan pangan mshalko begini pmikiran pmpin kaya bukan presiden rasa
emang kalau bodoh ya tetap bodoh,memang bodoh tetap bodoh
dia sebenarnya mikir pake otak apa pake dengkul,benar mikir pakai otak pakai dengkul
masih ingat warga boyolali,masih ingat warga boyolali
cukup periode,cukup periode
betul orang desa gak pakai dollar tapi mereka juga kena impact dari kenaikan dollar semuanya serba naik aneh aja sih sekelas president ngomong gitu biar rakyat tenang atau buat ngebodohin rakyat,betul desa tidak pakai dollar kena impact naik dollar semua serba naik aneh saja kelas president omong biar rakyat tenang buat ngebodohin rakyat
presiden ngibul indonesia,presiden ngibul indonesia
kok ya rakyat indonesia masih anteng aja ya,kok rakyat indonesia masih anteng saja
pemimpin hebat lahir dari bangsa yang krisis mungkin pak prabowo sengaja buat indonesia krisis agar di masa depan terlahir pemimpin pemimpin hebat positif thinking aja guys,pimpin hebat lahir bangsa krisis mungkin bapak prabowo sengaja buat indonesia krisis masa depan lahir pimpin pimpin hebat positif thinking saja guys
punya presiden kok gk ada gunanya,punya presiden kok tidak guna
dollar produknya luar negribrtapi kenapa cabe mahalbrberas mahal brminyak mahalbrelpigi naikbrgula naikbrbumbu dapur naikbrplastik naikbrtolong harga di indonesia buat rakyat sendiri turunkan pak cekkkkkkk,dollar produk luar negribrtapi kenapa cabe mahalbrberas mahal brminyak mahalbrelpigi naikbrgula naikbrbumbu dapur naikbrplastik naikbrtolong harga indonesia buat rakyat sendiri turun bapak cekkkkkkk
punya pemimpin kok gini amat ya,punya pimpin kok begini amat
omon omon semua di pengaruhi nilai tukar dolar bos brini udah ambyar cara berpikir nya,omon omon pengaruh nilai tukar dolar bos brini ambyar cara pikir
benar juga sih ga ngaruh juga mau dollar berapapun juga,benar tidak ngaruh mau dollar berapa
bukan masalah dolarnya imbasnya wo bikin kebutuhan makan naik semua,bukan masalah dolar imbas wo butuh makan naik
ni presiden ngomong apasi ya,presiden omong apas
cangkeme wis mleyot kena strok ringan tp gak sadar pak prabowo ini,cangkeme wis mleyot kena strok ringan tidak sadar bapak prabowo
omongane gedabrus entut berut,omongane gedabrus entut berut
yg pusing rakyat kecil paknanti hrga tempe tahuayam sayurkarna bahan pakan pur pabrikan itu semua bahan baku nya dari america katanya,pusing rakyat kecil paknanti hrga tempe tahuayam sayurkarna bahan pakan pur pabrikan bahan baku america kata
ternyata ilmu nya s gendut pentok cmn sgitu,nyata ilmu si gendut tok cuman sgitu
masak iya skelas presiden gk paham imbasnya,masak skelas presiden tidak paham imbas
yg ikut milih anda kita tanya mereka menyesal atau puas dengan pilihannya,pilih anda tanya sesal puas pilih
efeknya bostau sendirikan,efek bostau sendiri
woo alah wong pikun orang maksud,woo alah wong pikun maksud
baru ini presiden di dunia yang nghk ngerti sama inflasitll abis cokknghk ngerti dia pengaruh ke kebutuhan seharipresiden kalian lah itu bujang,baru presiden dunia nghk erti sama inflasitll habis cokknghk erti pengaruh butuh seharipresiden kalian bujang
papak pres oon,papak pres oon
presiden kok begitu,presiden kok
orang kaya gak ngaruh malah untung kalau dolar mahalyg pusing rakyat harga naik pak omon omon,kayak tidak ngaruh malah untung dolar mahalyg pusing rakyat harga naik bapak omon omon
kapan turun pak jadi presiden,kapan turun bapak presiden
begini nih kualitas jendral nya konoha malah di jadiin pemimpin ada dosa apa sebetulnya konoha ini,begini kualitas jenderal konoha malah jadi pimpin dosa betul konoha
benar kata anies nilai dari,benar kata anies nilai
presiden terdungu sepanjang sejarah indonesia tp tak ada yg mau demo mentang dia,presiden dungu panjang sejarah indonesia tak mau demo mentang
salah piliih,salah piliih
kehancuran sebuah negara adalah kebodohan pemimpinya,hancur buah negara bodoh mimpi
pak wowo makin ngaco nihperdagangan luar negri pakenya dolarbahan kebutuhan kita bnyak yang masih imporklau dolar melambung otomatis kebutuhan pokok ikut melambungtransaksi jual beli dalam negri otomatis lesuekonomi melemahperusahaanunkm profit menurun udah pasti dampak phk masal akan terjadipengangguran makin menjadi,bapak prabowo makin aco nihperdagangan luar negeri pakenya dolarbahan butuh masih imporklau dolar lambung otomatis butuh pokok melambungtransaksi jual beli dalam negeri otomatis lesuekonomi melemahperusahaanunkm profit turun pasti dampak phk masal terjadipengangguran makin
terlalu nyaman di atas kursi sampai lupa turun ke bawah,terlalu nyaman atas kursi sampai lupa turun bawah
alah barang semua naik pak,alah barang naik bapak
wes wes angel ngene kinjenengan niku ri pakkok kalah kaleh cah smp pak nek ngendiko,wes wes angel ngene kinjenengan niku indonesia pakkok kalah kaleh cah sampai bapak nek ngendiko
bener tapi salah,benar salah
bodoh asal omon omon kau kira orang desa tidak pusing pusing lah karena kalau rupiah jatuh harga harga semua naik dan uang susah di dapat,bodoh asal omon omon kau kira desa tidak pusing pusing rupiah jatuh harga harga naik uang susah dapat
presiden lho ini coba bisa ditebak kira iq nya berapa ini presiden,presiden lho tebak kira iq berapa presiden
apakah pemerintah ada solusi buat nurunin harga pokoksedang upah masih sama,apakah perintah solusi buat nurunin harga pokoksedang upah masih sama
jhahaha omon orang desa ga pake dolar tapi plastik bungkus ikan asin dan seblak bahan bakunya beli pake dolar emangnya orang jakarta pake dolar ongo,jhahaha omon desa tidak pakai dolar plastik bungkus ikan asin seblak bahan baku beli pakai dolar memang jakarta pakai dolar ongo
ok gass ok gassjunjungan klen tuh,gass gassjunjungan kalian tuh
jogetin saja,joget saja
desa tdk butuh dollartp ikut harga yg mencerkikkenapa ngomonx tdk nenyenakan hatikuti pak habibi bisa menerjunkan dollar lima belasan ribu rupiah terjun ke enam ribuan,desa tidak butuh dollartp harga mencerkikkenapa ngomonx tidak nenyenakan hatikuti bapak habibi terjun dollar lima bas ribu rupiah terjun enam ribu
nyesel milih nya kemaren,sesal pilih kemarin
trus lu import pake rupiah gitu org goblok tau semua hal yg bersifat eksport import pake dollar semua,terus import pakai rupiah goblok tau hal sifat eksport import pakai dollar
wes mulai anget iki wonge,wes mulai anget iki wonge
bpk tidak mencerminkan pemimpinseperti meremehkan orang desa yg gak pake dolarmentangquot sering keluar negri temenan ama trump,bpk tidak cermin pemimpinseperti remeh desa tidak pakai dolarmentangquot sering keluar negeri teman sama trump
tapi berpengaruh peak,pengaruh peak
ok siap pak presiden,siap bapak presiden
nilai dari itu benar adanya parah pinteran anak gua dari dia,nilai benar ada parah pinteran anak gua
statemen terbodoh yg pernah gw denger,statemen bodoh dengar
udah tua istirahat dirumah aja dahh kasian negara ini,tua istirahat rumah saja dah kasihan negara
laaah ko jadi blo on bneranefk pikun paraah,laaah kok blo on bneranefk pikun parah
iki pekok opo ndohmen to,iki kok opo ndohmen
presiden yang tidak cermat dan tidak pintar ya ini,presiden tidak cermat tidak pintar
otomatis harga mahalbrsmua,otomatis harga mahalbrsmua
kami orang kampung juga pusing pak nilai uang rp menurun pemasukan sedikit jual hasil panen petani murah,kampung pusing bapak nilai uang rp turun pasu sedikit jual hasil panen tani murah
ya pd banget pak nyombong ga gitu pemimpin lainnya di dunia antisipasi malah ini kmon,banget bapak nyombong tidak pimpin lain dunia antisipasi malah kmon
jalan sejahtera bagi seluruh rakyat indonesi adalah berhenti bayar pajak,jalan sejahtera bagi seluruh rakyat indonesi henti bayar pajak
pengen muntah presiden ko kaya gini,pengin muntah presiden kok kayak begini
kelihatannya kita salah dlm memilih,lihat salah dalam pilih
saya cuma bisa ngomng selamat menikmati pemimpin pilihan aanda,cuma omong selamat nikmat pimpin pilih aanda
imut imut,imut imut
tidak punya wawasan,tidak punya wawas
ini lah hasil nya bila kita pilih peresiden yg bukan ahli nya ahir nya kita cuma bisa kecewa dan kecewa,hasil pilih residen bukan ahli ahir cuma kecewa kecewa
terserah lu aja lah,serah saja
dak jaleh,indak jaleh
tolol harga jadi pada naik yg di desakena imbas wo tolol,tolol harga naik desakena imbas wo tolol
yang pusing rakyat pak harga harga naik pekerjaan susah,pusing rakyat bapak harga harga naik kerja susah
skelas presiden hmmm,skelas presiden hmmm
di kehidupan nyata sepertinya bapak presiden prabowo subianto tersebut tidak sadar kalau telah membuat seluruh rakyat indonesia sangat jauh lebih menderita karena orangorang kepercayaannya bapak presiden prabowo subianto sendiri,hidup nyata seperti bapak presiden prabowo subianto tidak sadar telah buat seluruh rakyat indonesia sangat jauh lebih derita orangorang percaya bapak presiden prabowo subianto sendiri
termyta lebih bodoh dari jokowi,termyta lebih bodoh jokowi
jadi rakyat indonesia jangan cengeng harus tahan banting yang peting barang nya ada bisa beli itu murah dari jaman naoo memang hidup begitu paham,rakyat indonesia jangan cengeng harus tahan banting peting barang beli murah jaman naoo memang hidup paham
mikmu klambimu layar ndk mburimu kursi seng tek gawe materiale tukune ndk ndi wes mandiri dalam semua hal kah indonesia,mik klambimu layar ndk mburimu kursi seng tek gawe materiale tukune ndk ndi wes mandiri dalam hal indonesia
presiden omonomon,presiden omonomon
segerakan kdm jadi presiden,segera kdm presiden
sekarang barang barang sudah naik pak harusnya anda mikir,sekarang barang barang naik bapak harus anda mikir
dora emo n,dora emo
bercandanya jelek pak seleketepb,canda jelek bapak seleketepb
wiwi dan wowo tukang ngakali,wiwi prabowo tukang ngakali
presiden gk jelas baru bangun nih wowo,presiden tidak jelas baru bangun prabowo
gini amat ya jadinya negri kita,begini amat jadi negeri
bngun paksadar rkyt mnjrit harha kebutuhn naik luar biasa,bangun paksadar rkyt mnjrit harha kebutuhn naik luar biasa
kapan yah dpt pemimipin yg bener,kapan dapat pemimipin benar
dolar naik harga barang keperluan juga naik pa saya aja orang desa ngerti pa,dolar naik harga barang perlu naik saja desa erti
presiden of omon omonbrbr,presiden of omon omonbrbr
kan harga naik gara dolar naik bbm naik semua naik inflasi pak,harga naik gara dolar naik bbm naik naik inflasi bapak
yg ngomong yg pusingin lo sendiri yg sering keluar negri,omong pusingin sendiri sering keluar negeri
presiden terparah,presiden parah
harga naik oii pak presiden omon omon,harga naik oii bapak presiden omon omon
bapak omon omon asalbgomong,bapak omon omon asalbgomong
gede bacot doang kerjanya bikin indonesia hancur,gede bacot doang kerja indonesia hancur
setiap jawabannya prabowo tidak memberi solusi bagi rakyat tapi justru menyakiti hati rakyat menyesal saya pilih diabukan sosok pemimpin yang mengayomi rakyatnya presiden omonlayak makzulkan,tiap jawab prabowo tidak beri solusi bagi rakyat justru sakit hati rakyat sesal pilih abu sosok pimpin ayom rakyat presiden omonlayak makzul
presiden amnesia sudah pikun wajib diganti,presiden amnesia pikun wajib ganti
emang boleh blanja pake dolar di indonesia situ yg pusing pak presiden karna mbg,memang boleh blanja pakai dolar indonesia pusing bapak presiden mbak
betul pak berarti bapak blm berfikir efeknya harga dg rupiah tapi ikut dollar,betul bapak arti bapak belum pikir efek harga rupiah dollar
saya gak pake dollar tapi pengusaha dan pemerintah pake dollar nnti ujubg ujung nya pemerintah ngeluh sendiri karena dollar naik sehingga harga bbm ikut naekdan kebutuhan lain juga ikut naik,tidak pakai dollar usaha perintah pakai dollar nanti ujubg ujung perintah ngeluh sendiri dollar naik harga bbm naekdan butuh lain naik
kacau sudah pak wowo ni,kacau bapak prabowo
udah jadi antek asing sekarang kah,antek asing sekarang
kocak sekali pernyataan anda,kocak sekali nyata anda
bisa indonesia akan seperti negara zimbabwebrbrngeriiiiiiii jendral,indonesia negara zimbabwebrbrngeriiiiiiii jenderal
cuma presiden diindonesia yang staetmennya bikin nelangsa,cuma presiden indonesia staetmennya nelangsa
ya allah gini amat ya jiwa pemimpin,allah begini amat jiwa pimpin
kok bodoh ya orang ini,kok bodoh
kok begini sih anjir jawabannya gak berbobot banget,kok begini anjir jawab tidak bobot banget
presiden haus pujian,presiden haus puji
banyak dari pejabat dan pengusaha di indonesia itu menyimpan banyak uang dolar amerika,jabat usaha indonesia simpan uang dolar amerika
logika yg sesat,logika sesat
jauh kan org ini dari mic biar dia tdk pidato dgn ketololan nya itu,jauh mic biar tidak pidato tolol
orang ini ngk sopan lama,tidak sopan lama
emang yg dikota pke dolar pake rupiah goblok ini kan indo,memang kota pakai dolar pakai rupiah goblok indonesia
rakyat dah menderita lama yaallohsegerakan lah,rakyat derita lama yaallohsegerakan
presiden opo iki,presiden opo iki
kacau pengacau nkri error kebangetan,kacau acau nkri error banget
kok makin keliatan goblok nya,kok makin lihat goblok
trus impor kita hutang konoha dibayar pake apa dolar goblokbrujungnya rakyat yg di peras lewat pajak kebutuhan meningkat ekonomi nya lesu tololbrbrbisanya pemimpin ngomong setolol ini,terus impor hutang konoha bayar pakai dolar goblokbrujungnya rakyat peras lewat pajak butuh tingkat ekonomi lesu tololbrbrbisanya pimpin omong tolol
org desa engak pake dolar tapi bahan makananlistrik minyaknaikpak,desa engak pakai dolar bahan makananlistrik minyaknaikpak
kirain cerdas trnyta sma aja dg yg kmarin aplgi sma wapresnya,ira cerdas trnyta sama saja kemarin aplgi sama wapresnya
inilah klau tentara jd presidenwadehhhnegeri ini makin parah,ini tentara presidenwadehhhnegeri makin parah
omonomon banyak ngomong gak ada manfaatnya liat itu presiden habibi bisa nurunin dolar dari rb menjadi itu namanya presiden yg cerdas,omonomon omong tidak manfaat lihat presiden habibi nurunin dolar ribu nama presiden cerdas
rakyat lagi dibohongi dasar nambrud,rakyat bohong dasar nambrud
nggak pantes presiden ngomong begitu hu,tidak pantas presiden omong hu
makin goblog aja ini si tua wowo dia pikun bahwa bahan makanan kaya tempe dan tahu itu diimpor,makin goblog saja tua prabowo pikun bahwa bahan makan kayak tempe tahu impor
ketika pemimpin konoha berbicara brbeginilah ketika kulkas daging kalo bicara tentang rakyat nya,ketika pimpin konoha bicara brbeginilah ketika kulkas daging bicara tentang rakyat
