id,text,text_clean,label_inset_lexicon,label_manual,catatan
9127,"emang rakyat desa pakai dolar? mreka aja pakai hasil alam, masak kayu bakar kendaraan sapi atau kuda, penerangan pakai getah pinus",memang rakyat desa pakai dolar saja pakai hasil alam masak kayu bakar kendara sapi kuda terang pakai getah pinus,Negatif,Negatif,
5029,kelebihaan lhu ngomong nya,kelebihaan lhu omong,Negatif,Negatif,
8986,"beda sama jokowi, backgroundnya pernah susah dan sangat berbaur sama rakyat. jadi tahu update yg terjadi di masyarakat",beda sama jokowi backgroundnya susah sangat baur sama rakyat tahu update jadi masyarakat,Negatif,Negatif,
8150,temen gw kena phk skr gk bisa kirim uang ke ortu di desa di phk karena beban perushaan bertambah karena hargga dollar naik president dablg,teman kena phk sekarang tidak kirim uang orang tua desa phk beban perushaan tambah hargga dollar naik president dablg,Negatif,Negatif,
9613,bisa-bisanya bikin statment kaya gitu?,bisabisanya statment kayak,Negatif,Negatif,
1348,dolar tdk di gunakan rakyat kecil tapi di mangfaatkan oleh para pemaain ekonomi termasuk ekonomi kelas atas dan penjabat pemerintan klau brn patok tukar rupiah per dolar pasti yg punya dolar akan tukar ke rupiah dan aset yg ada di luar negri akan tarik ke dalam negri,dolar tidak guna rakyat kecil mangfaatkan para pemaain ekonomi masuk ekonomi kelas atas jabat intan brn patok tukar rupiah per dolar pasti punya dolar tukar rupiah aset luar negeri tarik dalam negeri,Negatif,Negatif,
3096,presiden ko nambah ngawur aja ya allah,presiden kok tambah ngawur saja allah,Positif,Negatif,
5701,si bocah tumbuh perlahan mnjdi dewasabrsmntara si orang tua itu tumbuh jadi anak kembali jawal,bocah tumbuh perlahan dewasabrsmntara tua tumbuh anak kembali jawal,Negatif,Negatif,
4803,ternyata wiwi lebih pintar dr wowo,nyata wiwi lebih pintar prabowo,Netral,Negatif,
8597,ni org logikanya gmn sih,logika bagaimana,Netral,Negatif,
4355,lengserkan si wowo,lengser prabowo,Netral,Negatif,
6030,menyesal ngga yang pilih,sesal tidak pilih,Negatif,Negatif,
568,senang ja jadi presiden matawang negara jatuh bilang ja orang kampung tak pake dolar,senang saja presiden matawang negara jatuh bilang saja kampung tak pakai dolar,Negatif,Negatif,
8747,"ternyata bener 11/100 itu, sumpah nyesel bgt dukung dia",nyata benar sumpah sesal banget dukung,Negatif,Negatif,
2111,senyum laper bos,senyum laper bos,Netral,Negatif,
5555,anak cerdas semoga besarnya jgn kayak wowok iq tiarap,anak cerdas moga besar jangan kayak wowok iq tiarap,Netral,Negatif,
1340,pidato model begini yang bikin dollar makin semangat naik lanjutkan wosemoga setelah dollar sama dengan bisa bikin sadar meskipun resiko rakyat di bawah blangsak permanenokgasokgas,pidato model begini dollar makin semangat naik lanjut wosemoga telah dollar sama sadar resiko rakyat bawah blangsak permanenokgasokgas,Netral,Negatif,
1079,apa yg mo di harapkan dari si ceo mbg,mau harap ceo mbak,Negatif,Negatif,
3661,ganti ja sekarangpresiden curanghasilnya ga karuan,ganti saja sekarangpresiden curanghasilnya tidak karuan,Negatif,Negatif,
4225,ga ada yg bohongi dia sendiri yg ga ngerti,tidak bohong sendiri tidak erti,Positif,Negatif,
6876,koyo doro ae ditepuki,koyo doro saja tepuk,Negatif,Negatif,
4013,ya masa pak prabowo ga tau kalau semua yg prof sampaikanbr kalau emang ga tahu logika tersebutbrjangan kan orang desa orang utan juga bingung prof,masa bapak prabowo tidak tau prof sampaikanbr memang tidak tahu logika tersebutbrjangan desa utan bingung prof,Positif,Netral,
4000,selalu berdoa yg terbaik utk indonesia aman damai sejahtera dan rukun selalu,selalu doa baik indonesia aman damai sejahtera rukun selalu,Negatif,Negatif,
7793,kenapa bapa presiden jadi tolo padahal dulu bapa pengen ngebangun indonesia sejahteraap bapa presiden pengen di lengser kan am rakayatkaya taun,kenapa bapa presiden tolo dulu bapa pengin ngebangun indonesia sejahteraap bapa presiden pengin lengser sama rakayatkaya tahun,Positif,Negatif,
8464,beetobatlah wahai warga rt,beetobatlah wahai warga rt,Netral,Negatif,
3188,masalahnya harga di pasar jadi naik pak,masalah harga pasar naik bapak,Netral,Negatif,
8994,itu sebabnya aku makin betah diluar negri krn setiap thn euro ku naik dan gajipun makin meningkat,sebab makin betah luar negeri tiap tahun euro naik gaji makin tingkat,Positif,Negatif,
765,sekelas presiden cucu dari pendiri bni pak margono dan anak dari mantan menkeu mendag dan ekonom berpengaruh pak prof soemitro cara menyikapinya secetek itu,kelas presiden cucu diri bni bapak margono anak mantan menkeu mendag ekonom pengaruh bapak prof soemitro cara sikap cetek,Negatif,Negatif,
6042,boleh ga presiden nya di ganti sekarang juga aku dah muak,boleh tidak presiden ganti sekarang muak,Negatif,Negatif,
37,kalau pidato yg betul sikit lah pak ini bukan masalah pakai dolar atau tidak ini soal ekonomi indonesia masa pidato nya nyasar ke situ,pidato betul sikit bapak bukan masalah pakai dolar tidak soal ekonomi indonesia masa pidato nyasar,Negatif,Negatif,
9052,"jangan di jelasin,percuma,,,,,,, gk mudeng",jangan jelasinpercuma tidak mudeng,Netral,Negatif,
9416,apa yang lu harap dari gibran,harap gibran,Negatif,Negatif,
5810,bener dek wowo omon omon,benar dek prabowo omon omon,Negatif,Negatif,
6561,sekarang sudah terbukti bbm naik kebutuhan poko naikplastik naik,sekarang bukti bbm naik butuh pokok naikplastik naik,Negatif,Negatif,
8707,namanya juga militer,nama militer,Netral,Netral,
7158,jd kades aja harga sembako krn naiknya dollar jg dirasa rkyt di desapy wo,kades saja harga sembako naik dollar rasa rkyt desapy wo,Netral,Netral,
8595,demi apa sekelas presiden pidatonya begini,demi kelas presiden pidato begini,Netral,Negatif,
4895,salah pilih presiden,salah pilih presiden,Negatif,Negatif,
8613,cukup satu periode aja pak,cukup satu periode saja bapak,Negatif,Negatif,
5355,prabowo seorang jenderal dan presiden ri di kasih paham anak sd sangat memalukan,prabowo orang jenderal presiden indonesia kasih paham anak sd sangat malu,Negatif,Negatif,
2900,presiden opo iki,presiden opo iki,Positif,Negatif,
8483,duo bahlul,duo bahlul,Negatif,Negatif,
9142,"iya memang didesa gak pakai dolar, tapi akibat kenaikan dolar sembako dan semua kebutuhan jadi naik semua",memang desa tidak pakai dolar naik dolar sembako butuh naik,Negatif,Negatif,
4033,kalo di kritik ngamuk itu si wowo,kritik ngamuk prabowo,Negatif,Negatif,
8460,presiden terbodoh setelah jokodok statmentnya amburadul dan logika berfikirnya nggak jelas asal ngomong,presiden bodoh telah jokodok statmentnya amburadul logika berfikirnya tidak jelas asal omong,Negatif,Negatif,
7181,pangkat jenderal pikiran kopral,pangkat jenderal pikir kopral,Positif,Negatif,
3026,macan asia kali nyalon hidup embegeh,macan asia kali nyalon hidup embegeh,Negatif,Negatif,
7978,hati pernyataan ini sangat berbahaya,hati nyata sangat bahaya,Negatif,Negatif,
8112,terbuktilah pribahasabrquotbesar pasak daripada tiangquot,bukti pribahasabrquotbesar pasak daripada tiangquot,Negatif,Negatif,
7796,presiden merahasiakan langkah langkah strategis negara,presiden rahasia langkah langkah strategis negara,Positif,Negatif,
1569,dari sekian jauh omonquot inilah yg paling jauh,sekian jauh omonquot ini paling jauh,Negatif,Negatif,
1618,slama purbaya msih bisa senyumrakyat gak perlu kwtirhahhahaki bgsd,lama purbaya masih senyumrakyat tidak perlu kwtirhahhahaki bgsd,Negatif,Negatif,
638,bisanya ngmng gtupak pres dollar itu berdmpak ke rupiah yg melemahhrga melambung tinggi pakorg desa mana ngerti dollar juga pakhai antek asing,bisa omong gtupak pres dollar berdmpak rupiah melemahhrga lambung tinggi pakorg desa mana erti dollar pakhai antek asing,Negatif,Negatif,
1072,negara lain berusaha supaya mata uangnya kuat bahkan berlomba supaya mata uangnya bisa berputar diluar negara brbrlah ini koq malah anteng wae mata uangnya sendiri makin melemah,negara lain usaha mata uang kuat bahkan lomba mata uang putar luar negara brbrlah kok malah anteng wae mata uang sendiri makin lemah,Negatif,Negatif,
5517,emang dollar aja yg menguat ya guysbrbrtapi yg di permasalahan di vidio ini ucapan sekelas president yg gatau asbun apa gmn ngomong quotorang desa ga pake dollarquot,memang dollar saja kuat guysbrbrtapi masalah ucap kelas president tidak tau asbun bagaimana omong quotorang desa tidak pakai dollarquot,Negatif,Negatif,
7317,nyeusel gua pilih nya,nyeusel gua pilih,Negatif,Negatif,
2192,ini hasil salah pilihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,hasil salah pilihhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Netral,Negatif,
2166,mau membuat suasana cairtapi tampaknya kurang berbobot humornya,mau buat suasana cairtapi tampak kurang bobot humor,Positif,Negatif,
1513,presiden cap opo iki,presiden cap opo iki,Positif,Negatif,
2089,cuman pilihan segera lengserkan atau negara hancur pelanquot,cuman pilih segera lengser negara hancur pelanquot,Negatif,Negatif,
150,inikah yang katanya anak dari prof soemitro djojohadikoesoemo yang katanya ekonom terkemuka kok maaf bodoh amat pernyataannya orang desa memang tidak pakai dolar secara langsung tapi mereka masih mengonsumsi produkproduk yang diimpor yang dibayar pakai dolar kalau dolar tinggi berarti harga barang yang diimpor juga jadi tinggi dan orang desa juga harus bayar kenaikan harga itu kalau masalah ekonomi dasar begini saja tidak tahu malumaluin nama bapaknya,ini kata anak prof soemitro djojohadikoesoemo kata ekonom muka kok maaf bodoh amat nyata desa memang tidak pakai dolar cara langsung masih konsumsi produkproduk impor bayar pakai dolar dolar tinggi arti harga barang impor tinggi desa harus bayar naik harga masalah ekonomi dasar begini saja tidak tahu malumaluin nama bapak,Negatif,Negatif,
1711,min fahami maksud substansinya apakah transaksi di desa memakai dollar itu maksudnya bukan dikaitkan kaitkan dengan impor itu beda subsantinya,min fahami maksud substansi apakah transaksi desa pakai dollar maksud bukan kait kait impor beda subsantinya,Netral,Netral,
3890,bbm subsidi kalau diserahin ke pasar ya kena semua,bbm subsidi diserahin pasar kena,Negatif,Negatif,
6160,para penjilat jabatan lagi tepuk tangan untuk meng hibur rajanya tapi kesusahan rakyat nya mereka hanya melihat biasa saja,para jilat jabat tepuk tangan meng hibur raja susah rakyat hanya lihat biasa saja,Negatif,Negatif,
3689,bisanya ngutang aja lo prabowo bnyak ngomong tapi omongan anda sama sekali tdk berkualitas sdh sono jalan aja ke luar negri gak usah pikirin rakyat presiden apa ini sama sekali gak ada kepintarannya,bisa ngutang saja prabowo omong omong anda sama sekali tidak kualitas sono jalan saja luar negeri tidak pikirin rakyat presiden sama sekali tidak pintar,Negatif,Negatif,
1225,kok presiden pidatonya begini gila bener rusak negara ini,kok presiden pidato begini gila benar rusak negara,Negatif,Negatif,
4953,komen presiden terbodoh yg pernah ada ya mul,komen presiden bodoh mul,Positif,Negatif,
4223,bungul sekalinya sidin,bungul sekali sidin,Netral,Negatif,
9665,matamu yg keren,mata keren,Negatif,Negatif,
3371,kita nobatkan quot bapak omon omon indonesia quot,nobat quot bapak omon omon indonesia quot,Netral,Negatif,
8516,dia pintar apa nggak sihbrapa hubungannya dgn desa ga pake dolar,pintar tidak sihbrapa hubung desa tidak pakai dolar,Negatif,Negatif,
6336,jika orang bodoh di beri kuasa itu akan membuat perbedaan besar,bodoh beri kuasa buat beda besar,Negatif,Negatif,
1635,efek wowo hanya focus pada ibu negara hingga lupa pada ibu pertiwi ngomong nya asbun presiden paling dodol sedunia ayoo mundur dooong daripada digusur rakyat indonesia,efek prabowo hanya focus ibu negara hingga lupa ibu pertiwi omong asbun presiden paling dodol dunia ayo mundur daripada gusur rakyat indonesia,Negatif,Negatif,
3059,yg denger pidatonya org goblok semua krn pd diem luat pidato yg msk akal dolar naik sembako jg naek itu pengaruhnya boosss,dengar pidato goblok diam luat pidato masuk akal dolar naik sembako naik pengaruh boosss,Negatif,Negatif,
743,innillahi orang yg hartanya t mabok ya gini,innillahi harta mabok begini,Negatif,Negatif,
6948,berhenti memberi janji manis,henti beri janji manis,Negatif,Negatif,
8267,kok pak prabowo ngomong begitu siy yawaduh bapak presidenanak smp juga tau jika dollar naik semua kena imbas nya bapaksiapa lah yg kasih masukan ke presiden kita ini,kok bapak prabowo omong siy yawaduh bapak presidenanak sampai tau dollar naik kena imbas bapaksiapa kasih masuk presiden,Negatif,Negatif,
8760,daerah kamu mungkin saya di riau udah lama 4rb,daerah mungkin riau lama ribu,Negatif,Negatif,
7276,achehsumutsumbar aja masih jauh dari kata pulih akibat banjir belum lagi papua yg kondisinya jauh dari kata maju atau sejahtera tapi ngomongnya negara lain ngemis ke indonesia,achehsumutsumbar saja masih jauh kata pulih banjir belum papua kondisi jauh kata maju sejahtera omong negara lain ngemis indonesia,Negatif,Negatif,
6154,semakin lama semakin hancur indonesia dipimpin orang yg gk paham kondisi indonesia,makin lama makin hancur indonesia pimpin tidak paham kondisi indonesia,Netral,Negatif,
1958,lanjutkan bpk presiden prabowo subianto,lanjut bpk presiden prabowo subianto,Negatif,Negatif,
1594,prabowo nyata pekok,prabowo nyata kok,Negatif,Negatif,
7368,awal tahun gass pollredemonisasi,awal tahun gass pollredemonisasi,Negatif,Negatif,
3980,ada kecendrungan para pengkritik benar dimusuhi dan dianggap tak nasionalis padahal dlm konsep demokrasi dan kenegaraan mmg banyak hal perlu dibicarakan dan didiskusikan kembali untuk kemajuan negara yg kita cintai ini dalam dimensi akademis terlepas dari kepentingan apapun baik partai maupun politikmestinya staf protokoler bertanggunggjawab dlm menyiapkan teks pidato sehingga narasi dan konsep konyol dan irasional tak keluar dan terus berulang dan mengulang sehingga menimbulkan polemik ditengah publik akibat ketidakdewasaan berbicara dalam konteks kenegaraan yg justru menyulut ketidakstabilan narasi dalam negeri pemimpin haruslah jadi negarawan baik ucapan tindakan dan kebijakandan tidak semua pemimpin adalah negarawan dan sebaliknya pemimpin hanya dicintai kelompoknya saja tapi negarawan akan dicintai bahkan disegani oleh semua kepentingan dan kelompok penting sekali menjaga marwah lewat tutur lisan,kecendrungan para kritik benar musuh anggap tak nasionalis dalam konsep demokrasi negara memang hal perlu bicara diskusi kembali maju negara cinta dalam dimensi akademis lepas penting apa baik partai maupun politikmestinya staf protokoler bertanggunggjawab dalam siap teks pidato narasi konsep konyol irasional tak keluar terus ulang ulang timbul polemik tengah publik ketidakdewasaan bicara dalam konteks negara justru sulut ketidakstabilan narasi dalam negeri pimpin harus negarawan baik ucap tindak kebijakandan tidak pimpin negarawan balik pimpin hanya cinta kelompok saja negarawan cinta bahkan segani penting kelompok penting sekali jaga marwah lewat tutur lisan,Negatif,Negatif,
800,mini trump puppet denial liar boomer stupidity narsist deaf asal jeplak mikir nanti dikelilingi org goblok nirkompetensi,mini trump puppet denial liar boomer stupidity narsist deaf asal jeplak mikir nanti keliling goblok nirkompetensi,Negatif,Negatif,
4756,maksud prabowo masyarakat desa umumnya melakukan transaksi tidak menggunakan mata uang dollar jgn memelintirnya,maksud prabowo masyarakat desa umum laku transaksi tidak guna mata uang dollar jangan melintir,Netral,Netral,
10002,omongannya udah 11 12 sama gufron,omong sama gufron,Netral,Negatif,
1196,presiden tidak guna orang desa gk pk tapi otang desa kalian palakin pajak tiap hari perak rupiah tiap hari pmerinth bdajngan tidak guna sampah masyarakat,presiden tidak guna desa tidak pakai otang desa kalian palakin pajak tiap hari perak rupiah tiap hari pmerinth bdajngan tidak guna sampah masyarakat,Negatif,Negatif,
6956,mungkin tahun lalu pernyataan ini bisa menyenangkan rakyat didesa tapi rakyat didesa kini sudah banyak yang quotmelek ilmu pengetahuanquot dan informasi luar mudah diakses dimana saja,mungkin tahun lalu nyata senang rakyat desa rakyat desa kini quotmelek ilmu pengetahuanquot informasi luar mudah akses mana saja,Negatif,Negatif,
5322,cerdasan yg ini wo,cerdas wo,Netral,Negatif,
7501,presiden gagal,presiden gagal,Netral,Negatif,
3060,kok bisa skelas presiden pemikirannya sempit gitu ya mungkin dia kira dengan ngomong seperti itu masyarakat bisa dikibulin apa pantas saja omon omon,kok skelas presiden pikir sempit mungkin kira omong masyarakat dikibulin pantas saja omon omon,Negatif,Negatif,
10260,trnyt kebukti 11/100 itu,trnyt bukti,Negatif,Negatif,
4561,iyalah cuman kadrun aja yg bilang ga terpengaruh ama dolar ky di irancuman krn ga tau,iya cuman kadrun saja bilang tidak pengaruh sama dolar kaya irancuman tidak tau,Positif,Negatif,
587,quotorang rakyat di desa gak pakai dollar kokquotbrdamn ini serius pemikiran sekelas presiden begini,quotorang rakyat desa tidak pakai dollar kokquotbrdamn serius pikir kelas presiden begini,Negatif,Negatif,
3617,di dubai aja ada uang emas,dubai saja uang emas,Negatif,Negatif,
